file,ground_truth,predicted,outcome,max_confidence,frame_count,frames_with_pose,pose_detection_rate,real_inference_count,had_any_buffer,forced_flush
Normal014.avi,normal,violent,FP,0.557,30,29,0.967,0,True,True
Weaponized-Test067.avi,violent,normal,FN,0.271,30,29,0.967,0,True,True
Normal-Test042.avi,normal,violent,FP,0.447,30,30,1.0,0,True,True
Violence543.avi,violent,violent,TP,0.705,30,19,0.633,0,True,True
Violence818.avi,violent,violent,TP,0.59,30,29,0.967,0,True,True
Weaponized667.avi,violent,violent,TP,0.474,30,28,0.933,0,True,True
m3PZvVSL_0.avi,normal,violent,FP,0.63,150,149,0.993,32,True,True
v026_converted.avi,violent,violent,TP,0.585,291,148,0.509,4,True,True
w023_converted.avi,violent,violent,TP,0.728,173,170,0.983,8,True,False
Weaponized-Test181.avi,violent,violent,TP,0.652,30,29,0.967,0,True,True
o8sEvktx_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
no26_xvid.avi,normal,normal,TN,0.298,41,35,0.854,0,True,True
Normal636.avi,normal,normal,TN,0.273,30,29,0.967,0,True,True
Violence216.avi,violent,violent,TP,0.713,30,30,1.0,0,True,True
Normal788.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Weaponized674.avi,violent,violent,TP,0.63,30,29,0.967,0,True,True
Normal841.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
V_228.avi,violent,violent,TP,0.717,153,152,0.993,11,True,True
Normal410.avi,normal,normal,TN,0.273,30,29,0.967,0,True,True
Weaponized385.avi,violent,violent,TP,0.497,30,30,1.0,0,True,True
no369_xvid.avi,normal,normal,TN,0.319,41,37,0.902,0,True,True
Ry5c1PbcIa0_0.avi,normal,violent,FP,0.712,150,48,0.32,0,True,True
ROiHwksPSrg_0.avi,violent,violent,TP,0.597,150,138,0.92,5,True,True
Violence646.avi,violent,violent,TP,0.451,30,25,0.833,0,True,True
XPG8GqrH_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
dPV9BZrq_0.avi,normal,normal,TN,0.349,150,149,0.993,14,True,False
V_555.avi,violent,violent,TP,0.726,185,129,0.697,1,True,True
Violence702.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
Violence727.avi,violent,violent,TP,0.707,30,29,0.967,0,True,True
lS7tAuv0_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Violence784.avi,violent,normal,FN,0.355,30,29,0.967,0,True,True
Normal561.avi,normal,violent,FP,0.607,30,29,0.967,0,True,True
Weaponized020.avi,violent,violent,TP,0.731,30,29,0.967,0,True,True
Violence272.avi,violent,violent,TP,0.508,30,28,0.933,0,True,True
Violence435.avi,violent,violent,TP,0.421,30,27,0.9,0,True,True
0QSeuqzpcOQ_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Violence-Test042.avi,violent,violent,TP,0.729,30,17,0.567,0,True,True
Violence680.avi,violent,violent,TP,0.446,30,29,0.967,0,True,True
Normal218.avi,normal,normal,TN,0.271,30,14,0.467,0,True,True
U1Z1bVRt_0.avi,normal,violent,FP,0.663,150,130,0.867,16,True,True
NV_596.avi,normal,violent,FP,0.613,105,75,0.714,3,True,True
rbByyS4o_0.avi,normal,violent,FP,0.43,150,87,0.58,1,True,True
Violence849.avi,violent,violent,TP,0.465,30,20,0.667,0,True,True
Normal-Test141.avi,normal,normal,TN,0.271,30,16,0.533,0,True,True
Yma07mlW_0.avi,normal,violent,FP,0.429,150,149,0.993,14,True,False
Normal704.avi,normal,violent,FP,0.634,30,29,0.967,0,True,True
I-x0G5pAan0_0.avi,normal,violent,FP,0.685,150,20,0.133,0,True,True
gk0v57Xn_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
V_647.avi,violent,violent,TP,0.73,150,149,0.993,22,True,True
Weaponized-Test013.avi,violent,violent,TP,0.589,30,29,0.967,0,True,True
8VqTmuq4HcI_0.avi,violent,violent,TP,0.725,150,123,0.82,4,True,True
HW48LUZKOL4_1.avi,normal,normal,TN,0.301,150,95,0.633,2,True,True
9kly-mpQczg_1.avi,normal,normal,TN,0.355,150,138,0.92,7,True,True
Normal437.avi,normal,normal,TN,0.333,30,29,0.967,0,True,True
Violence746.avi,violent,violent,TP,0.685,30,30,1.0,0,True,True
V_483.avi,violent,violent,TP,0.641,144,139,0.965,9,True,True
Violence574.avi,violent,violent,TP,0.731,30,29,0.967,0,True,True
VpnCjE1l_0.avi,normal,normal,TN,0.271,150,149,0.993,14,True,False
Normal364.avi,normal,normal,TN,0.311,30,29,0.967,0,True,True
Normal-Test008.avi,normal,violent,FP,0.497,30,29,0.967,0,True,True
Weaponized600.avi,violent,violent,TP,0.728,30,30,1.0,0,True,True
t_n039_converted.avi,normal,normal,TN,0.273,108,17,0.157,0,True,True
3Vw7MoNBgx4_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Violence748.avi,violent,violent,TP,0.727,30,29,0.967,0,True,True
sIbVwIO0_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Violence603.avi,violent,normal,FN,0.272,30,29,0.967,0,True,True
Violence750.avi,violent,normal,FN,0.343,30,22,0.733,0,True,True
Violence764.avi,violent,violent,TP,0.683,30,29,0.967,0,True,True
Normal621.avi,normal,violent,FP,0.584,30,29,0.967,0,True,True
Normal244.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
gR4OsEPl894_0.avi,normal,violent,FP,0.714,150,72,0.48,3,True,True
JJG0bHPur50_2.avi,violent,normal,FN,0.353,150,148,0.987,10,True,True
Pe1uIhp4dAQ_4.avi,violent,violent,TP,0.731,150,149,0.993,23,True,True
Normal424.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
V_236.avi,violent,violent,TP,0.731,156,146,0.936,11,True,True
Weaponized731.avi,violent,violent,TP,0.62,30,12,0.4,0,True,True
Weaponized365.avi,violent,violent,TP,0.487,30,19,0.633,0,True,True
cBNVcBk3rjg_3.avi,violent,violent,TP,0.731,150,149,0.993,17,True,True
a7D2i0HTXGM_2.avi,violent,violent,TP,0.722,150,149,0.993,16,True,True
Violence491.avi,violent,violent,TP,0.473,30,29,0.967,0,True,True
a7gBQaAFEtw_2.avi,violent,violent,TP,0.628,150,43,0.287,0,True,True
nVdn1krnTCQ_6.avi,violent,violent,TP,0.714,150,149,0.993,12,True,True
JPIeYvRgo6I_0.avi,normal,normal,TN,0.0,150,1,0.007,0,True,True
Normal-Test032.avi,normal,normal,TN,0.281,30,29,0.967,0,True,True
Normal773.avi,normal,normal,TN,0.277,30,11,0.367,0,True,True
Am9mUxPTvK4_1.avi,violent,violent,TP,0.649,150,148,0.987,7,True,True
Weaponized211.avi,violent,normal,FN,0.337,30,29,0.967,0,True,True
EizIwdII_0.avi,normal,violent,FP,0.567,150,149,0.993,9,True,True
no55_xvid.avi,normal,normal,TN,0.281,41,40,0.976,0,True,True
Violence496.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
dNDOYLTf_0.avi,normal,violent,FP,0.521,150,139,0.927,7,True,True
Normal646.avi,normal,violent,FP,0.58,30,29,0.967,0,True,True
Weaponized189.avi,violent,normal,FN,0.349,30,29,0.967,0,True,True
Weaponized056.avi,violent,violent,TP,0.489,30,6,0.2,0,True,True
t_n032_converted.avi,normal,violent,FP,0.723,122,121,0.992,6,True,False
PlHzsigAFas_1.avi,violent,violent,TP,0.631,150,136,0.907,3,True,True
Normal-Test162.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
v036_converted.avi,violent,violent,TP,0.729,327,326,0.997,31,True,True
Tzn3HwZD_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
n170_converted.avi,normal,normal,TN,0.311,52,31,0.596,0,True,True
Violence310.avi,violent,violent,TP,0.656,30,29,0.967,0,True,True
rfthfd_534.avi,violent,violent,TP,0.727,150,149,0.993,18,True,True
Normal527.avi,normal,normal,TN,0.362,30,29,0.967,0,True,True
Weaponized207.avi,violent,violent,TP,0.706,30,29,0.967,0,True,True
ASGGSDG_183.avi,violent,violent,TP,0.731,150,37,0.247,0,True,True
Weaponized662.avi,violent,normal,FN,0.291,30,26,0.867,0,True,True
V_399.avi,violent,normal,FN,0.323,123,20,0.163,0,True,True
V_759.avi,violent,violent,TP,0.731,117,116,0.991,10,True,True
Violence274.avi,violent,normal,FN,0.0,30,1,0.033,0,True,True
V_562.avi,violent,violent,TP,0.697,185,169,0.914,8,True,True
Weaponized-Test092.avi,violent,normal,FN,0.382,30,12,0.4,0,True,True
SJRnWfHAx_E_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
wetyh_1224.avi,violent,violent,TP,0.73,150,144,0.96,4,True,True
xKq3hlefCUI_0.avi,violent,violent,TP,0.425,150,137,0.913,7,True,True
Weaponized085.avi,violent,violent,TP,0.664,30,29,0.967,0,True,True
Normal842.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Weaponized580.avi,violent,violent,TP,0.729,30,29,0.967,0,True,True
Normal802.avi,normal,normal,TN,0.32,30,30,1.0,0,True,True
no66_xvid.avi,normal,normal,TN,0.272,41,25,0.61,0,True,True
u2Lkzfb0_1.avi,violent,violent,TP,0.494,150,148,0.987,8,True,True
dfsafsghg_327.avi,violent,violent,TP,0.592,150,143,0.953,5,True,True
Weaponized-Test024.avi,violent,violent,TP,0.658,30,29,0.967,0,True,True
NV_825.avi,normal,normal,TN,0.276,138,138,1.0,7,True,True
no304_xvid.avi,normal,normal,TN,0.0,41,0,0.0,0,False,False
lL3FQltu_0.avi,violent,violent,TP,0.659,150,149,0.993,23,True,True
qnpure5G_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
no380_xvid.avi,normal,normal,TN,0.0,41,4,0.098,0,True,True
vBwKQfJYG1Q_0.avi,normal,normal,TN,0.272,150,146,0.973,7,True,False
Normal249.avi,normal,normal,TN,0.274,30,29,0.967,0,True,True
Weaponized364.avi,violent,normal,FN,0.371,30,25,0.833,0,True,True
HW48LUZKOL4_1.avi,violent,violent,TP,0.657,150,150,1.0,14,True,False
jbSCSexU_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
n110_converted.avi,normal,violent,FP,0.726,153,152,0.993,28,True,True
FPU7QpO4_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
w064_converted.avi,violent,violent,TP,0.731,239,238,0.996,35,True,True
V_243.avi,violent,violent,TP,0.554,105,97,0.924,7,True,True
truutrdf_1086.avi,violent,violent,TP,0.731,150,135,0.9,10,True,True
V_367.avi,violent,violent,TP,0.585,138,137,0.993,26,True,True
n178_converted.avi,normal,violent,FP,0.669,32,32,1.0,0,True,True
B6DO4tXb_0.avi,normal,violent,FP,0.714,150,149,0.993,7,True,True
Violence493.avi,violent,violent,TP,0.704,30,27,0.9,0,True,True
pHiqIppg_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Normal-Test011.avi,normal,normal,TN,0.278,30,29,0.967,0,True,True
no49_xvid.avi,normal,normal,TN,0.306,41,27,0.659,0,True,True
Weaponized669.avi,violent,normal,FN,0.0,30,4,0.133,0,True,True
KxOHVkVQ_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
no319_xvid.avi,normal,normal,TN,0.269,41,37,0.902,0,True,True
Violence220.avi,violent,violent,TP,0.526,30,29,0.967,0,True,True
Weaponized076.avi,violent,violent,TP,0.467,30,29,0.967,0,True,True
n105_converted.avi,normal,violent,FP,0.589,120,120,1.0,16,True,True
no453_xvid.avi,normal,normal,TN,0.269,41,30,0.732,0,True,True
Normal163.avi,normal,normal,TN,0.335,30,29,0.967,0,True,True
Violence479.avi,violent,normal,FN,0.29,30,14,0.467,0,True,True
Violence112.avi,violent,violent,TP,0.423,30,29,0.967,0,True,True
Normal326.avi,normal,violent,FP,0.724,30,29,0.967,0,True,True
V726w0IKCp4_0.avi,normal,normal,TN,0.304,150,137,0.913,7,True,True
Weaponized373.avi,violent,violent,TP,0.598,30,29,0.967,0,True,True
no452_xvid.avi,normal,normal,TN,0.309,41,9,0.22,0,True,True
Normal440.avi,normal,violent,FP,0.45,30,29,0.967,0,True,True
Violence570.avi,violent,normal,FN,0.325,30,29,0.967,0,True,True
n070_converted.avi,normal,violent,FP,0.515,140,140,1.0,28,True,True
bzw-HKuuQbg_2.avi,violent,normal,FN,0.269,150,88,0.587,4,True,False
6Dej3-k3MRE_1.avi,violent,violent,TP,0.639,150,149,0.993,24,True,True
Normal674.avi,normal,violent,FP,0.729,30,29,0.967,0,True,True
Weaponized-Test143.avi,violent,violent,TP,0.572,30,15,0.5,0,True,True
Normal476.avi,normal,normal,TN,0.305,30,29,0.967,0,True,True
V_532.avi,violent,violent,TP,0.731,185,172,0.93,16,True,True
Violence805.avi,violent,violent,TP,0.586,30,29,0.967,0,True,True
t_n006_converted.avi,normal,violent,FP,0.689,127,127,1.0,12,True,True
Normal346.avi,normal,normal,TN,0.309,30,29,0.967,0,True,True
mHY487R6_0.avi,normal,violent,FP,0.619,150,149,0.993,12,True,True
Normal355.avi,normal,violent,FP,0.63,30,29,0.967,0,True,True
no485_xvid.avi,normal,normal,TN,0.347,41,40,0.976,0,True,True
Weaponized475.avi,violent,violent,TP,0.658,30,29,0.967,0,True,True
Violence708.avi,violent,violent,TP,0.415,30,23,0.767,0,True,True
Normal-Test064.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
IynvwHe9W3U_3.avi,normal,violent,FP,0.455,150,132,0.88,3,True,True
ajJRyYZUEtA_2.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
DTq6Gu30-uA_6.avi,violent,violent,TP,0.714,150,127,0.847,4,True,True
i5xJxtv4gXs_0.avi,normal,normal,TN,0.27,150,13,0.087,0,True,True
n200_converted.avi,normal,violent,FP,0.581,136,135,0.993,8,True,True
n169_converted.avi,normal,violent,FP,0.436,51,18,0.353,0,True,True
w036_converted.avi,violent,violent,TP,0.719,83,82,0.988,7,True,True
Normal205.avi,normal,violent,FP,0.703,30,17,0.567,0,True,True
V_499.avi,violent,violent,TP,0.699,129,106,0.822,5,True,True
Violence696.avi,violent,normal,FN,0.277,30,18,0.6,0,True,True
tPpXT9VI_0.avi,normal,normal,TN,0.394,150,149,0.993,21,True,True
Violence167.avi,violent,violent,TP,0.73,30,29,0.967,0,True,True
V_296.avi,violent,violent,TP,0.43,129,129,1.0,7,True,True
V_505.avi,violent,violent,TP,0.665,153,153,1.0,10,True,True
CrBTbDcb_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Normal661.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Normal226.avi,normal,normal,TN,0.269,30,21,0.7,0,True,True
b6XfVAZC9Zs_2.avi,normal,violent,FP,0.731,150,149,0.993,20,True,True
asdasda_110.avi,violent,violent,TP,0.721,150,149,0.993,5,True,True
Weaponized127.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
Normal162.avi,normal,normal,TN,0.306,30,29,0.967,0,True,True
n086_converted.avi,normal,violent,FP,0.656,167,166,0.994,18,True,True
lmfaDmCCRoY_0.avi,violent,violent,TP,0.457,150,133,0.887,1,True,True
NV_826.avi,normal,violent,FP,0.697,137,136,0.993,11,True,True
Normal222.avi,normal,normal,TN,0.269,30,27,0.9,0,True,True
w034_converted.avi,violent,violent,TP,0.683,227,227,1.0,14,True,True
Normal087.avi,normal,normal,TN,0.271,30,29,0.967,0,True,True
no362_xvid.avi,normal,normal,TN,0.273,41,40,0.976,0,True,True
Violence-Test032.avi,violent,violent,TP,0.545,30,28,0.933,0,True,True
t_n003_converted.avi,normal,normal,TN,0.358,117,116,0.991,5,True,True
Normal641.avi,normal,violent,FP,0.404,30,29,0.967,0,True,True
Violence237.avi,violent,violent,TP,0.723,30,20,0.667,0,True,True
t2z75yT2S_M_1.avi,violent,violent,TP,0.727,150,147,0.98,7,True,True
UIsigi4O-sI_1.avi,normal,normal,TN,0.324,150,149,0.993,7,True,True
14YZVngQ_0.avi,normal,violent,FP,0.583,150,149,0.993,10,True,True
BpargJW29Wo_0.avi,normal,violent,FP,0.599,150,149,0.993,14,True,False
6TDF_27.avi,violent,violent,TP,0.715,150,145,0.967,5,True,True
cAp5A44HRS8_0.avi,normal,violent,FP,0.731,150,149,0.993,28,True,True
Weaponized-Test045.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
Weaponized087.avi,violent,violent,TP,0.674,30,29,0.967,0,True,True
Weaponized746.avi,violent,violent,TP,0.64,30,26,0.867,0,True,True
Normal725.avi,normal,normal,TN,0.285,30,29,0.967,0,True,True
Normal137.avi,normal,violent,FP,0.481,30,30,1.0,0,True,True
Violence657.avi,violent,normal,FN,0.0,30,2,0.067,0,True,True
tf_X7GtOGyE_2.avi,violent,violent,TP,0.708,150,134,0.893,6,True,True
PJDdPv2b9-s_0.avi,violent,normal,FN,0.315,150,101,0.673,5,True,True
no336_xvid.avi,normal,normal,TN,0.269,41,40,0.976,0,True,True
Normal132.avi,normal,violent,FP,0.682,30,17,0.567,0,True,True
Violence-Test090.avi,violent,violent,TP,0.708,30,28,0.933,0,True,True
OvDMIkTb4XU_1.avi,violent,normal,FN,0.342,150,51,0.34,0,True,True
truutrdf_1082.avi,violent,violent,TP,0.731,150,150,1.0,17,True,True
n099_converted.avi,normal,normal,TN,0.0,179,0,0.0,0,False,False
n002_converted.avi,normal,violent,FP,0.476,151,139,0.921,5,True,True
t_n027_converted.avi,normal,normal,TN,0.283,119,56,0.471,1,True,False
Normal696.avi,normal,violent,FP,0.724,30,29,0.967,0,True,True
Normal401.avi,normal,violent,FP,0.497,30,29,0.967,0,True,True
V_758.avi,violent,violent,TP,0.731,132,132,1.0,12,True,True
Violence-Test075.avi,violent,normal,FN,0.0,30,5,0.167,0,True,True
Normal-Test053.avi,normal,violent,FP,0.486,30,29,0.967,0,True,True
Weaponized-Test026.avi,violent,violent,TP,0.53,30,16,0.533,0,True,True
V_580.avi,violent,normal,FN,0.0,185,0,0.0,0,False,False
Violence288.avi,violent,violent,TP,0.447,30,29,0.967,0,True,True
Violence535.avi,violent,violent,TP,0.408,30,29,0.967,0,True,True
o9sRXy5r_1.avi,violent,normal,FN,0.0,150,7,0.047,0,True,True
Weaponized101.avi,violent,violent,TP,0.565,30,15,0.5,0,True,True
OakN3f1N_0.avi,normal,violent,FP,0.679,150,149,0.993,14,True,True
Violence022.avi,violent,violent,TP,0.417,30,10,0.333,0,True,True
no424_xvid.avi,normal,normal,TN,0.0,41,0,0.0,0,False,False
Weaponized651.avi,violent,normal,FN,0.269,30,29,0.967,0,True,True
Weaponized658.avi,violent,normal,FN,0.269,30,17,0.567,0,True,True
Violence531.avi,violent,normal,FN,0.278,30,27,0.9,0,True,True
Normal-Test056.avi,normal,violent,FP,0.484,30,30,1.0,0,True,True
N8M1mmW9_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Normal645.avi,normal,violent,FP,0.548,30,29,0.967,0,True,True
7R1m3V8C30g_1.avi,normal,violent,FP,0.494,150,149,0.993,37,True,True
Weaponized422.avi,violent,violent,TP,0.726,30,29,0.967,0,True,True
Normal624.avi,normal,violent,FP,0.712,30,30,1.0,0,True,True
LLo_TXIz5-g_1.avi,normal,violent,FP,0.723,150,150,1.0,33,True,True
t_w021_converted.avi,violent,violent,TP,0.731,127,124,0.976,6,True,False
cAp5A44HRS8_1.avi,normal,violent,FP,0.722,150,149,0.993,38,True,True
6YmBBzyX_0.avi,normal,violent,FP,0.654,150,149,0.993,10,True,True
Violence273.avi,violent,violent,TP,0.466,30,28,0.933,0,True,True
oIEZ45OCmAw_0.avi,normal,normal,TN,0.279,150,131,0.873,6,True,True
iTs901V6_0.avi,normal,normal,TN,0.328,150,32,0.213,0,True,True
66U2c3YMjOI_1.avi,normal,normal,TN,0.281,150,6,0.04,0,True,True
rYE6iUUF_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
n003_converted.avi,normal,violent,FP,0.543,136,135,0.993,11,True,True
no294_xvid.avi,normal,normal,TN,0.0,41,5,0.122,0,True,True
no390_xvid.avi,normal,normal,TN,0.0,41,1,0.024,0,True,True
Normal088.avi,normal,normal,TN,0.29,30,29,0.967,0,True,True
Normal079.avi,normal,normal,TN,0.281,30,30,1.0,0,True,True
no6_xvid.avi,normal,violent,FP,0.456,41,39,0.951,0,True,True
no86_xvid.avi,normal,normal,TN,0.356,41,40,0.976,0,True,True
fbtEhNq5a6E_0.avi,violent,violent,TP,0.721,150,149,0.993,4,True,True
Normal091.avi,normal,violent,FP,0.68,30,29,0.967,0,True,True
n183_converted.avi,normal,violent,FP,0.53,33,33,1.0,0,True,True
Normal789.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
no407_xvid.avi,normal,violent,FP,0.56,41,21,0.512,0,True,True
Weaponized798.avi,violent,violent,TP,0.549,30,29,0.967,0,True,True
HVSv9sgz2ZI_4.avi,violent,violent,TP,0.659,150,67,0.447,0,True,True
v027_converted.avi,violent,violent,TP,0.731,330,290,0.879,16,True,True
n158_converted.avi,normal,violent,FP,0.66,111,110,0.991,24,True,False
Normal778.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Normal211.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Normal712.avi,normal,normal,TN,0.272,30,29,0.967,0,True,True
QUGT4a6qcJs_0.avi,violent,violent,TP,0.52,150,139,0.927,4,True,True
Normal-Test052.avi,normal,violent,FP,0.578,30,29,0.967,0,True,True
BpargJW29Wo_1.avi,normal,violent,FP,0.554,150,149,0.993,11,True,False
n162_converted.avi,normal,violent,FP,0.709,118,117,0.992,21,True,True
Violence307.avi,violent,normal,FN,0.276,30,24,0.8,0,True,True
no431_xvid.avi,normal,normal,TN,0.276,41,8,0.195,0,True,True
Violence761.avi,violent,violent,TP,0.704,30,29,0.967,0,True,True
Normal499.avi,normal,normal,TN,0.397,30,29,0.967,0,True,True
Weaponized420.avi,violent,violent,TP,0.69,30,30,1.0,0,True,True
Weaponized346.avi,violent,normal,FN,0.27,30,29,0.967,0,True,True
Normal805.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
n199_converted.avi,normal,violent,FP,0.73,145,145,1.0,12,True,True
Weaponized628.avi,violent,violent,TP,0.726,30,29,0.967,0,True,True
v039_converted.avi,violent,violent,TP,0.73,329,329,1.0,62,True,True
v097_converted.avi,violent,violent,TP,0.73,323,152,0.471,0,True,True
t_n043_converted.avi,normal,normal,TN,0.0,133,0,0.0,0,False,False
Violence249.avi,violent,violent,TP,0.597,30,29,0.967,0,True,True
Weaponized047.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
w003_converted.avi,violent,violent,TP,0.68,167,139,0.832,5,True,True
Weaponized649.avi,violent,normal,FN,0.285,30,29,0.967,0,True,True
Weaponized141.avi,violent,violent,TP,0.645,30,29,0.967,0,True,True
Normal090.avi,normal,normal,TN,0.325,30,30,1.0,0,True,True
Weaponized257.avi,violent,normal,FN,0.0,30,0,0.0,0,False,False
Violence215.avi,violent,violent,TP,0.714,30,29,0.967,0,True,True
X3mPJLe9_0.avi,normal,violent,FP,0.69,150,149,0.993,12,True,False
n121_converted.avi,normal,violent,FP,0.585,121,120,0.992,16,True,True
Assault005_x264_1.avi,normal,violent,FP,0.483,150,80,0.533,0,True,True
NV_586.avi,normal,violent,FP,0.584,115,115,1.0,8,True,True
Violence392.avi,violent,violent,TP,0.728,30,29,0.967,0,True,True
no42_xvid.avi,normal,normal,TN,0.272,41,40,0.976,0,True,True
AkTZX27QhjE_1.avi,violent,violent,TP,0.729,150,135,0.9,7,True,True
Normal043.avi,normal,normal,TN,0.36,30,29,0.967,0,True,True
Weaponized154.avi,violent,violent,TP,0.694,30,28,0.933,0,True,True
YaWxiAtCwxE_0.avi,violent,violent,TP,0.704,150,115,0.767,4,True,True
Violence957.avi,violent,violent,TP,0.427,30,16,0.533,0,True,True
n102_converted.avi,normal,normal,TN,0.385,134,133,0.993,19,True,True
Violence083.avi,violent,violent,TP,0.716,30,29,0.967,0,True,True
Normal566.avi,normal,violent,FP,0.556,30,29,0.967,0,True,True
Qj3oZsaqNGE_0.avi,violent,normal,FN,0.351,150,7,0.047,0,True,True
Violence777.avi,violent,normal,FN,0.307,30,28,0.933,0,True,True
NV_913.avi,normal,violent,FP,0.637,145,121,0.834,6,True,False
Normal-Test123.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Normal741.avi,normal,normal,TN,0.27,30,29,0.967,0,True,True
d3WwO8eM_0.avi,normal,violent,FP,0.419,150,149,0.993,41,True,True
Normal-Test161.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
F7W6PQ3V3y8_3.avi,violent,normal,FN,0.275,150,149,0.993,5,True,True
API3q8TBGu4_0.avi,violent,violent,TP,0.618,150,44,0.293,0,True,True
v019_converted.avi,violent,violent,TP,0.722,321,261,0.813,5,True,True
no28_xvid.avi,normal,violent,FP,0.407,41,36,0.878,0,True,True
Weaponized116.avi,violent,violent,TP,0.507,30,16,0.533,0,True,True
Violence376.avi,violent,violent,TP,0.517,30,30,1.0,0,True,True
V_572.avi,violent,normal,FN,0.398,185,118,0.638,2,True,True
Weaponized679.avi,violent,violent,TP,0.721,30,29,0.967,0,True,True
Weaponized004.avi,violent,violent,TP,0.593,30,16,0.533,0,True,True
Violence030.avi,violent,violent,TP,0.433,30,25,0.833,0,True,True
Violence533.avi,violent,normal,FN,0.272,30,27,0.9,0,True,True
v8cACThQ_0.avi,normal,normal,TN,0.282,150,18,0.12,0,True,True
Weaponized555.avi,violent,violent,TP,0.603,30,17,0.567,0,True,True
Wq0BuA8GM84_0.avi,violent,violent,TP,0.629,150,105,0.7,2,True,True
Normal113.avi,normal,violent,FP,0.426,30,29,0.967,0,True,True
qIRZ4SMf_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
no450_xvid.avi,normal,normal,TN,0.324,41,40,0.976,0,True,True
48J5lk4QcpE_2.avi,violent,violent,TP,0.713,150,149,0.993,7,True,True
2KvkZ4yo_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
7gLKFV5voOg_1.avi,violent,violent,TP,0.645,150,149,0.993,6,True,True
551_wlV44GU_1.avi,normal,violent,FP,0.631,150,149,0.993,15,True,False
Normal787.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
Normal016.avi,normal,violent,FP,0.47,30,24,0.8,0,True,True
Violence241.avi,violent,violent,TP,0.507,30,27,0.9,0,True,True
Normal695.avi,normal,normal,TN,0.312,30,29,0.967,0,True,True
bQHNsRpQOIE_1.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Violence-Test074.avi,violent,normal,FN,0.0,30,2,0.067,0,True,True
Normal706.avi,normal,violent,FP,0.419,30,29,0.967,0,True,True
Ile3EVQA_1.avi,violent,violent,TP,0.674,150,57,0.38,0,True,True
8SWZq5we_fk_1.avi,normal,violent,FP,0.709,150,49,0.327,0,True,True
Normal141.avi,normal,violent,FP,0.687,30,29,0.967,0,True,True
Violence420.avi,violent,violent,TP,0.724,30,30,1.0,0,True,True
Violence373.avi,violent,violent,TP,0.682,30,30,1.0,0,True,True
Km94kW0O_0.avi,normal,violent,FP,0.654,150,132,0.88,5,True,True
Normal-Test018.avi,normal,violent,FP,0.515,30,29,0.967,0,True,True
Weaponized791.avi,violent,violent,TP,0.422,30,29,0.967,0,True,True
t_n014_converted.avi,normal,violent,FP,0.62,124,124,1.0,19,True,True
Normal109.avi,normal,normal,TN,0.358,30,22,0.733,0,True,True
no429_xvid.avi,normal,violent,FP,0.457,41,40,0.976,0,True,True
Violence180.avi,violent,violent,TP,0.539,30,29,0.967,0,True,True
Violence-Test029.avi,violent,violent,TP,0.525,30,28,0.933,0,True,True
DZdLP0rd_0.avi,normal,violent,FP,0.418,150,32,0.213,0,True,True
Weaponized225.avi,violent,violent,TP,0.448,30,29,0.967,0,True,True
