file,ground_truth,predicted,outcome,max_confidence,frame_count
Weaponized236.avi,violent,violent,TP,0.638,30
Normal236.avi,normal,normal,TN,0.294,30
Weaponized340.avi,violent,normal,FN,0.542,30
NV_732.avi,normal,normal,TN,0.544,201
Violence019.avi,violent,normal,FN,0.418,30
SNGRni0hBUM_0.avi,violent,violent,TP,0.617,150
Normal482.avi,normal,normal,TN,0.287,30
Violence077.avi,violent,normal,FN,0.301,30
7R1m3V8C30g_1.avi,violent,violent,TP,0.698,150
Weaponized288.avi,violent,normal,FN,0.507,30
no70_xvid.avi,normal,normal,TN,0.295,41
Normal-Test154.avi,normal,normal,TN,0.0,30
no347_xvid.avi,normal,normal,TN,0.0,41
Weaponized711.avi,violent,violent,TP,0.648,30
Normal260.avi,normal,normal,TN,0.27,30
aKgSasWRJ2s_0.avi,normal,normal,TN,0.545,150
Normal066.avi,normal,normal,TN,0.44,30
NV_729.avi,normal,violent,FP,0.623,135
Weaponized-Test134.avi,violent,normal,FN,0.0,30
Weaponized108.avi,violent,violent,TP,0.726,30
Violence024.avi,violent,normal,FN,0.0,30
Normal358.avi,normal,violent,FP,0.554,30
NV_386.avi,normal,normal,TN,0.269,55
Violence270.avi,violent,normal,FN,0.514,30
1W8hsVvyKt4_3.avi,normal,violent,FP,0.666,150
Violence928.avi,violent,normal,FN,0.476,30
MxkTo5F-nvU_4.avi,violent,violent,TP,0.642,150
Normal365.avi,normal,normal,TN,0.391,30
kExp3yhspR0_1.avi,violent,violent,TP,0.701,150
no293_xvid.avi,normal,normal,TN,0.0,41
Weaponized725.avi,violent,normal,FN,0.0,30
golJWJCak1k_0.avi,normal,normal,TN,0.0,150
gNIohJfdvEc_2.avi,violent,violent,TP,0.728,150
Violence541.avi,violent,normal,FN,0.0,30
mRqg-WXiR7Q_2.avi,violent,violent,TP,0.66,150
Normal-Test002.avi,normal,violent,FP,0.699,30
Normal500.avi,normal,normal,TN,0.331,30
Normal856.avi,normal,normal,TN,0.0,30
3HCpeji1_0.avi,normal,normal,TN,0.0,150
no439_xvid.avi,normal,normal,TN,0.0,41
Normal166.avi,normal,violent,FP,0.728,30
Violence586.avi,violent,violent,TP,0.61,30
Violence943.avi,violent,normal,FN,0.42,30
Weaponized706.avi,violent,normal,FN,0.366,30
V_520.avi,violent,violent,TP,0.705,135
Violence486.avi,violent,normal,FN,0.0,30
RIXaF_TkLlU_2.avi,normal,violent,FP,0.7,150
Weaponized699.avi,violent,normal,FN,0.523,30
Normal441.avi,normal,normal,TN,0.511,30
HVSv9sgz2ZI_0.avi,violent,violent,TP,0.73,150
Normal233.avi,normal,normal,TN,0.536,30
Weaponized-Test044.avi,violent,normal,FN,0.0,30
Normal352.avi,normal,normal,TN,0.514,30
no383_xvid.avi,normal,normal,TN,0.269,41
88ndrvAZpE8_1.avi,normal,normal,TN,0.441,150
Normal465.avi,normal,violent,FP,0.643,30
Normal-Test073.avi,normal,normal,TN,0.0,30
Normal022.avi,normal,normal,TN,0.462,30
Normal867.avi,normal,normal,TN,0.0,30
dBllnaSKVfQ_0.avi,normal,normal,TN,0.426,150
Normal372.avi,normal,violent,FP,0.551,30
w060_converted.avi,violent,violent,TP,0.57,231
no494_xvid.avi,normal,normal,TN,0.273,41
Violence333.avi,violent,violent,TP,0.698,30
tXk2yvmq_0.avi,normal,normal,TN,0.382,150
GqDA8E4j_0.avi,normal,normal,TN,0.0,150
Weaponized694.avi,violent,violent,TP,0.64,30
Violence610.avi,violent,violent,TP,0.604,30
Weaponized416.avi,violent,violent,TP,0.712,30
Normal017.avi,normal,violent,FP,0.644,30
n157_converted.avi,normal,violent,FP,0.729,119
s-jW4cyavW0_1.avi,violent,violent,TP,0.639,150
Normal754.avi,normal,normal,TN,0.546,30
Normal035.avi,normal,violent,FP,0.729,30
Weaponized487.avi,violent,violent,TP,0.566,30
Weaponized223.avi,violent,normal,FN,0.0,30
Weaponized205.avi,violent,normal,FN,0.5,30
Normal255.avi,normal,normal,TN,0.0,30
I7u5I8Oa_0.avi,normal,normal,TN,0.278,150
Weaponized788.avi,violent,normal,FN,0.0,30
3CQi0ZCCHvc_2.avi,normal,normal,TN,0.361,150
n180_converted.avi,normal,violent,FP,0.701,29
V_534.avi,violent,violent,TP,0.73,185
Normal593.avi,normal,normal,TN,0.539,30
F7W6PQ3V3y8_3.avi,normal,normal,TN,0.0,150
Xcd0v-KhKL4_0.avi,normal,violent,FP,0.705,150
Weaponized500.avi,violent,violent,TP,0.676,30
Normal781.avi,normal,normal,TN,0.0,30
Normal656.avi,normal,violent,FP,0.681,30
Ob0YCDgS_0.avi,normal,normal,TN,0.386,150
Normal796.avi,normal,normal,TN,0.0,30
hWBjrqFS_0.avi,normal,normal,TN,0.318,150
Violence-Test105.avi,violent,violent,TP,0.69,30
Normal210.avi,normal,normal,TN,0.0,30
mx0UXBFc_0.avi,normal,normal,TN,0.0,150
Violence556.avi,violent,normal,FN,0.518,30
Weaponized284.avi,violent,normal,FN,0.532,30
Normal135.avi,normal,normal,TN,0.527,30
Violence381.avi,violent,normal,FN,0.0,30
Violence327.avi,violent,violent,TP,0.664,30
Normal047.avi,normal,normal,TN,0.506,30
Normal648.avi,normal,normal,TN,0.0,30
Normal298.avi,normal,violent,FP,0.718,30
VTOPSZvF_0.avi,normal,normal,TN,0.0,150
Normal757.avi,normal,normal,TN,0.331,30
RYFG_778.avi,violent,violent,TP,0.681,150
Normal762.avi,normal,normal,TN,0.0,30
Normal084.avi,normal,normal,TN,0.346,30
no320_xvid.avi,normal,normal,TN,0.323,41
MrEU15Ug_0.avi,normal,normal,TN,0.0,150
NV_331.avi,normal,violent,FP,0.729,150
Violence863.avi,violent,violent,TP,0.729,30
NPeKBgURcxI_0.avi,normal,violent,FP,0.65,150
w008_converted.avi,violent,normal,FN,0.535,161
V_498.avi,violent,violent,TP,0.684,138
Xr0T6ylW_0.avi,normal,normal,TN,0.0,150
okA8k7rF_0.avi,normal,normal,TN,0.28,150
Violence454.avi,violent,normal,FN,0.465,30
Normal-Test129.avi,normal,normal,TN,0.0,30
UoS3KEYq_0.avi,normal,normal,TN,0.0,150
vGCZpdPR_0.avi,normal,normal,TN,0.405,150
Violence931.avi,violent,normal,FN,0.436,30
V_383.avi,violent,violent,TP,0.681,78
cHsy9xWM_0.avi,normal,normal,TN,0.408,150
Violence456.avi,violent,normal,FN,0.442,30
Weaponized443.avi,violent,normal,FN,0.455,30
Normal811.avi,normal,normal,TN,0.0,30
Violence868.avi,violent,violent,TP,0.644,30
NV_823.avi,normal,normal,TN,0.0,144
Weaponized082.avi,violent,normal,FN,0.277,30
Weaponized344.avi,violent,violent,TP,0.69,30
Normal133.avi,normal,violent,FP,0.712,30
V_231.avi,violent,normal,FN,0.493,153
Normal-Test067.avi,normal,normal,TN,0.0,30
no97_xvid.avi,normal,normal,TN,0.0,41
Normal726.avi,normal,normal,TN,0.482,30
Normal284.avi,normal,violent,FP,0.64,30
no337_xvid.avi,normal,normal,TN,0.291,41
3z7ncTuu_0.avi,normal,violent,FP,0.7,150
Normal528.avi,normal,violent,FP,0.576,30
Weaponized158.avi,violent,normal,FN,0.388,30
aoFX2ZCB_0.avi,normal,normal,TN,0.313,150
NV_372.avi,normal,normal,TN,0.301,55
3CQi0ZCCHvc_1.avi,normal,normal,TN,0.273,150
Violence459.avi,violent,normal,FN,0.309,30
b9I5dDvH_0.avi,normal,violent,FP,0.731,150
t_n018_converted.avi,normal,normal,TN,0.0,149
EckGCByW_0.avi,normal,normal,TN,0.334,150
F7W6PQ3V3y8_1.avi,violent,normal,FN,0.345,150
Violence-Test061.avi,violent,violent,TP,0.614,30
Weaponized-Test127.avi,violent,normal,FN,0.0,30
Weaponized830.avi,violent,normal,FN,0.0,30
Violence791.avi,violent,normal,FN,0.485,30
Violence766.avi,violent,normal,FN,0.473,30
Normal083.avi,normal,normal,TN,0.475,30
Weaponized028.avi,violent,violent,TP,0.698,30
Normal076.avi,normal,normal,TN,0.408,30
n176_converted.avi,normal,violent,FP,0.713,28
Weaponized-Test017.avi,violent,normal,FN,0.544,30
n135_converted.avi,normal,violent,FP,0.551,138
NxtwlqSnLbY_0.avi,normal,normal,TN,0.479,150
Violence440.avi,violent,normal,FN,0.458,30
Normal095.avi,normal,normal,TN,0.286,30
Weaponized311.avi,violent,normal,FN,0.403,30
niXRLeON_0.avi,normal,normal,TN,0.0,150
cJvLTWGs-SE_1.avi,normal,normal,TN,0.488,150
E2gqgFNyPL8_2.avi,normal,violent,FP,0.581,150
I-QiUMPTWNE_6.avi,violent,violent,TP,0.713,150
Weaponized216.avi,violent,normal,FN,0.0,30
V_651.avi,violent,violent,TP,0.62,125
Violence319.avi,violent,normal,FN,0.0,30
cfOKjx8l_0.avi,normal,normal,TN,0.505,150
Normal774.avi,normal,normal,TN,0.0,30
Violence070.avi,violent,normal,FN,0.0,30
Normal643.avi,normal,normal,TN,0.278,30
Violence166.avi,violent,violent,TP,0.655,30
DC10fyQgNqo_2.avi,violent,normal,FN,0.491,150
Violence062.avi,violent,violent,TP,0.646,30
Weaponized-Test072.avi,violent,normal,FN,0.0,30
Weaponized302.avi,violent,violent,TP,0.644,30
Violence963.avi,violent,normal,FN,0.398,30
V_239.avi,violent,violent,TP,0.729,156
Weaponized601.avi,violent,normal,FN,0.516,30
0H2s9UJcNJ0_3.avi,violent,violent,TP,0.724,150
Normal592.avi,normal,normal,TN,0.375,30
Violence158.avi,violent,violent,TP,0.709,30
Violence676.avi,violent,violent,TP,0.731,30
BUjGBAPb_0.avi,normal,normal,TN,0.0,150
Violence306.avi,violent,normal,FN,0.0,30
Violence142.avi,violent,normal,FN,0.498,30
sHa6YZW9_0.avi,normal,violent,FP,0.687,150
no374_xvid.avi,normal,normal,TN,0.387,41
Violence772.avi,violent,normal,FN,0.532,30
V_763.avi,violent,violent,TP,0.729,129
OFwYyouR_0.avi,normal,violent,FP,0.624,150
Normal-Test096.avi,normal,normal,TN,0.0,30
ep1_I0f-u7g_0.avi,normal,normal,TN,0.351,150
w025_converted.avi,violent,violent,TP,0.727,216
Normal853.avi,normal,normal,TN,0.275,30
Normal463.avi,normal,normal,TN,0.333,30
Normal639.avi,normal,violent,FP,0.703,30
Normal290.avi,normal,normal,TN,0.539,30
VbwTMJroTbI_0.avi,violent,normal,FN,0.327,150
SJRnWfHAx_E_1.avi,violent,violent,TP,0.657,150
V_13.avi,violent,violent,TP,0.726,159
PFw7SeFOD04_1.avi,violent,normal,FN,0.485,150
Weaponized738.avi,violent,normal,FN,0.414,30
NV_334.avi,normal,violent,FP,0.731,85
Weaponized478.avi,violent,violent,TP,0.726,30
w039_converted.avi,violent,violent,TP,0.73,234
uKFI67bUzfg_1.avi,violent,violent,TP,0.731,150
n148_converted.avi,normal,normal,TN,0.284,29
Weaponized-Test114.avi,violent,normal,FN,0.294,30
Normal117.avi,normal,normal,TN,0.0,30
NV_743.avi,normal,normal,TN,0.27,140
Violence414.avi,violent,violent,TP,0.683,30
w001_converted.avi,violent,violent,TP,0.601,154
S8jXc3sP_0.avi,normal,violent,FP,0.692,150
n006_converted.avi,normal,violent,FP,0.718,176
Violence936.avi,violent,normal,FN,0.0,30
Normal557.avi,normal,normal,TN,0.414,30
Normal733.avi,normal,normal,TN,0.417,30
n109_converted.avi,normal,violent,FP,0.613,149
4grE6XdY_0.avi,normal,normal,TN,0.543,150
_q5Nwh4Z6ao_5.avi,normal,normal,TN,0.0,150
V_11.avi,violent,violent,TP,0.73,222
Violence286.avi,violent,normal,FN,0.481,30
Violence907.avi,violent,normal,FN,0.0,30
n061_converted.avi,normal,violent,FP,0.585,132
NWIc3Yat_0.avi,normal,normal,TN,0.0,150
6Dej3-k3MRE_1.avi,normal,violent,FP,0.633,150
Normal062.avi,normal,normal,TN,0.515,30
EFv961C5RgY_0.avi,violent,violent,TP,0.719,150
Violence616.avi,violent,normal,FN,0.442,30
Normal547.avi,normal,violent,FP,0.7,30
Weaponized554.avi,violent,normal,FN,0.468,30
V_642.avi,violent,violent,TP,0.718,150
uAKRFGFR_0.avi,normal,normal,TN,0.0,150
Violence347.avi,violent,violent,TP,0.562,30
Weaponized524.avi,violent,normal,FN,0.304,30
NV_736.avi,normal,violent,FP,0.6,186
Weaponized618.avi,violent,violent,TP,0.73,30
Normal007.avi,normal,normal,TN,0.336,30
VjDGXzWt_0.avi,normal,normal,TN,0.0,150
Weaponized350.avi,violent,normal,FN,0.271,30
pKOUG5AqLpY_1.avi,normal,violent,FP,0.564,150
Violence950.avi,violent,normal,FN,0.0,30
Normal-Test125.avi,normal,normal,TN,0.0,30
Normal693.avi,normal,violent,FP,0.727,30
I-QiUMPTWNE_1.avi,violent,violent,TP,0.719,150
NV_328.avi,normal,normal,TN,0.333,150
Weaponized742.avi,violent,normal,FN,0.0,30
Normal820.avi,normal,normal,TN,0.357,30
Weaponized764.avi,violent,violent,TP,0.651,30
6Rl7q_kXYbg_2.avi,violent,normal,FN,0.0,150
Normal344.avi,normal,violent,FP,0.624,30
Weaponized467.avi,violent,normal,FN,0.0,30
GafFu4IZtIA_1.avi,violent,normal,FN,0.512,150
Normal391.avi,normal,normal,TN,0.319,30
NV_591.avi,normal,violent,FP,0.652,150
Weaponized714.avi,violent,violent,TP,0.731,30
Violence-Test013.avi,violent,violent,TP,0.665,30
Normal317.avi,normal,normal,TN,0.0,30
Violence544.avi,violent,normal,FN,0.454,30
Normal261.avi,normal,normal,TN,0.274,30
a.avi,violent,violent,TP,0.685,150
lhxMVtH7_0.avi,normal,normal,TN,0.0,150
w047_converted.avi,violent,violent,TP,0.653,83
Violence382.avi,violent,normal,FN,0.282,30
Weaponized289.avi,violent,normal,FN,0.524,30
Normal822.avi,normal,normal,TN,0.49,30
b6XfVAZC9Zs_1.avi,normal,normal,TN,0.548,150
Weaponized-Test022.avi,violent,normal,FN,0.383,30
Weaponized160.avi,violent,violent,TP,0.73,30
0_DzLlklZa0_4.avi,violent,violent,TP,0.645,150
Violence036.avi,violent,normal,FN,0.0,30
9C_LQa7nnFg_1.avi,normal,normal,TN,0.269,150
Violence292.avi,violent,violent,TP,0.705,30
fNy9LoED_0.avi,normal,normal,TN,0.47,150
NV_824.avi,normal,normal,TN,0.0,147
n012_converted.avi,normal,violent,FP,0.683,152
Normal-Test119.avi,normal,normal,TN,0.49,30
vQKHxtrdEHM_9.avi,violent,violent,TP,0.731,150
Weaponized292.avi,violent,normal,FN,0.283,30
v002_converted.avi,violent,violent,TP,0.73,171
n073_converted.avi,normal,violent,FP,0.68,135
Violence613.avi,violent,normal,FN,0.273,30
n143_converted.avi,normal,normal,TN,0.526,30
Violence223.avi,violent,violent,TP,0.664,30
Weaponized-Test079.avi,violent,normal,FN,0.433,30
as4zD6d86q0_0.avi,normal,violent,FP,0.673,150
n144_converted.avi,normal,normal,TN,0.345,31
dBkszzm-7mw_0.avi,violent,violent,TP,0.581,150
Weaponized566.avi,violent,normal,FN,0.458,30
Normal359.avi,normal,violent,FP,0.583,30
Violence522.avi,violent,normal,FN,0.0,30
tzdvtHL7Akk_1.avi,normal,violent,FP,0.71,150
Weaponized760.avi,violent,normal,FN,0.312,30
Normal203.avi,normal,violent,FP,0.559,30
no482_xvid.avi,normal,normal,TN,0.372,41
no82_xvid.avi,normal,normal,TN,0.322,41
Violence137.avi,violent,violent,TP,0.724,30
Weaponized-Test019.avi,violent,violent,TP,0.643,30
no462_xvid.avi,normal,normal,TN,0.273,41
Weaponized173.avi,violent,normal,FN,0.0,30
0_DzLlklZa0_5.avi,violent,violent,TP,0.69,150
Gr3ikl6A2bE_2.avi,violent,normal,FN,0.0,150
cy1gi3ZJb_c_3.avi,violent,violent,TP,0.634,150
DHhyNrXr_1.avi,violent,violent,TP,0.661,150
Violence-Test034.avi,violent,normal,FN,0.0,30
Violence380.avi,violent,normal,FN,0.272,30
Normal625.avi,normal,violent,FP,0.664,30
WHNtrI7MEUg_1.avi,normal,normal,TN,0.423,150
NV_523.avi,normal,normal,TN,0.463,145
V_598.avi,violent,violent,TP,0.725,185
G0rgy9Ts_0.avi,normal,violent,FP,0.638,150
Violence-Test050.avi,violent,violent,TP,0.706,30
Normal-Test004.avi,normal,violent,FP,0.725,30
Normal481.avi,normal,normal,TN,0.524,30
w012_converted.avi,violent,violent,TP,0.691,165
O2rd3LTv_0.avi,normal,normal,TN,0.272,150
kMI2JME3Aag_2.avi,normal,violent,FP,0.696,150
no376_xvid.avi,normal,normal,TN,0.0,41
_q5Nwh4Z6ao_4.avi,normal,normal,TN,0.0,150
Violence470.avi,violent,normal,FN,0.0,30
a2qLzOu_n0s_4.avi,violent,violent,TP,0.731,150
vQKHxtrdEHM_0.avi,violent,violent,TP,0.719,150
Normal377.avi,normal,violent,FP,0.709,30
Normal-Test007.avi,normal,normal,TN,0.329,30
NEUya2Rr_0.avi,normal,normal,TN,0.52,150
V_567.avi,violent,violent,TP,0.706,185
mbW7VkAf6Yk_1.avi,violent,normal,FN,0.331,150
v100_converted.avi,violent,violent,TP,0.72,270
QaIY5Au8yOc_2.avi,violent,violent,TP,0.596,150
Normal556.avi,normal,normal,TN,0.376,30
MBxCX6pw_0.avi,normal,normal,TN,0.0,150
a7gBQaAFEtw_3.avi,normal,violent,FP,0.71,150
Weaponized-Test096.avi,violent,normal,FN,0.538,30
Normal234.avi,normal,normal,TN,0.0,30
Violence649.avi,violent,normal,FN,0.531,30
Weaponized228.avi,violent,normal,FN,0.0,30
Normal-Test065.avi,normal,normal,TN,0.0,30
V_754.avi,violent,violent,TP,0.73,129
Violence673.avi,violent,violent,TP,0.693,30
videoplayback_94.avi,violent,violent,TP,0.731,150
n044_converted.avi,normal,normal,TN,0.0,132
Normal759.avi,normal,normal,TN,0.301,30
Weaponized123.avi,violent,normal,FN,0.0,30
Normal220.avi,normal,normal,TN,0.269,30
v030_converted.avi,violent,violent,TP,0.712,239
GafFu4IZtIA_4.avi,violent,violent,TP,0.72,150
a39igxDY_0.avi,normal,normal,TN,0.0,150
no78_xvid.avi,normal,normal,TN,0.383,41
videoplayback (1)_54.avi,violent,violent,TP,0.721,150
no95_xvid.avi,normal,normal,TN,0.271,41
V_593.avi,violent,violent,TP,0.729,185
n046_converted.avi,normal,normal,TN,0.397,143
Normal052.avi,normal,violent,FP,0.604,30
no412_xvid.avi,normal,normal,TN,0.276,41
Weaponized-Test108.avi,violent,violent,TP,0.726,30
V_397.avi,violent,violent,TP,0.73,120
Violence-Test055.avi,violent,violent,TP,0.719,30
t_w010_converted.avi,violent,violent,TP,0.631,305
no79_xvid.avi,normal,violent,FP,0.695,41
n154_converted.avi,normal,violent,FP,0.643,31
Violence102.avi,violent,violent,TP,0.713,30
Weaponized739.avi,violent,violent,TP,0.564,30
Violence839.avi,violent,normal,FN,0.0,30
Am9mUxPTvK4_0.avi,violent,violent,TP,0.669,150
Weaponized608.avi,violent,violent,TP,0.606,30
oIEZ45OCmAw_1.avi,violent,violent,TP,0.62,150
Weaponized-Test138.avi,violent,normal,FN,0.0,30
V_541.avi,violent,violent,TP,0.731,185
_q5Nwh4Z6ao_1.avi,normal,normal,TN,0.0,150
Normal860.avi,normal,normal,TN,0.0,30
uEzFjs3X_0.avi,normal,normal,TN,0.0,150
Violence878.avi,violent,violent,TP,0.701,30
Normal665.avi,normal,normal,TN,0.0,30
n017_converted.avi,normal,normal,TN,0.504,130
Violence199.avi,violent,normal,FN,0.435,30
Weaponized001.avi,violent,normal,FN,0.0,30
1XFiS6Lt_0.avi,violent,violent,TP,0.711,150
Weaponized-Test110.avi,violent,violent,TP,0.613,30
Weaponized586.avi,violent,violent,TP,0.721,30
Violence-Test036.avi,violent,normal,FN,0.0,30
AszvEN7z_0.avi,normal,normal,TN,0.358,150
no53_xvid.avi,normal,normal,TN,0.321,41
Normal655.avi,normal,violent,FP,0.666,30
v098_converted.avi,violent,violent,TP,0.628,242
n131_converted.avi,normal,violent,FP,0.64,172
v018_converted.avi,violent,violent,TP,0.693,301
Violence217.avi,violent,violent,TP,0.677,30
Weaponized275.avi,violent,violent,TP,0.721,30
1r0Wz04q_0.avi,violent,violent,TP,0.604,150
no98_xvid.avi,normal,normal,TN,0.337,41
Normal033.avi,normal,violent,FP,0.731,30
Normal730.avi,normal,normal,TN,0.325,30
Violence360.avi,violent,normal,FN,0.317,30
Normal563.avi,normal,violent,FP,0.729,30
RIXaF_TkLlU_4.avi,violent,violent,TP,0.601,150
Violence910.avi,violent,violent,TP,0.69,30
n040_converted.avi,normal,normal,TN,0.0,174
Weaponized756.avi,violent,normal,FN,0.0,30
Weaponized362.avi,violent,violent,TP,0.575,30
no440_xvid.avi,normal,normal,TN,0.0,41
GZWxDB1c_0.avi,normal,violent,FP,0.659,150
Normal872.avi,normal,normal,TN,0.344,30
trhfd_1017.avi,violent,violent,TP,0.703,150
p1bUxYeJ_1.avi,violent,violent,TP,0.676,150
NV_920.avi,normal,normal,TN,0.304,145
Weaponized724.avi,violent,normal,FN,0.385,30
Normal049.avi,normal,violent,FP,0.569,30
6TDF_15.avi,violent,violent,TP,0.728,150
4yTlGiDoxBo_1.avi,violent,violent,TP,0.645,150
Normal672.avi,normal,normal,TN,0.0,30
Weaponized670.avi,violent,normal,FN,0.0,30
Weaponized446.avi,violent,normal,FN,0.0,30
jCD7lUJQ7Xc_0.avi,violent,violent,TP,0.654,150
cBNVcBk3rjg_1.avi,violent,violent,TP,0.654,150
Normal107.avi,normal,normal,TN,0.504,30
Violence089.avi,violent,violent,TP,0.728,30
Violence224.avi,violent,normal,FN,0.384,30
Fds7C6sp_0.avi,normal,violent,FP,0.599,150
Violence445.avi,violent,normal,FN,0.342,30
NnUOjff0_0.avi,normal,violent,FP,0.6,150
Violence935.avi,violent,normal,FN,0.301,30
w032_converted.avi,violent,violent,TP,0.569,83
Weaponized172.avi,violent,normal,FN,0.0,30
V_511.avi,violent,violent,TP,0.655,147
Normal304.avi,normal,normal,TN,0.343,30
no41_xvid.avi,normal,normal,TN,0.485,41
V_294.avi,violent,violent,TP,0.713,144
Weaponized-Test077.avi,violent,normal,FN,0.272,30
Violence455.avi,violent,normal,FN,0.443,30
bW2vHhYbzHM_1.avi,normal,normal,TN,0.315,150
Weaponized115.avi,violent,normal,FN,0.0,30
Normal013.avi,normal,normal,TN,0.363,30
no469_xvid.avi,normal,normal,TN,0.27,41
Weaponized801.avi,violent,violent,TP,0.731,30
no420_xvid.avi,normal,normal,TN,0.446,41
Weaponized104.avi,violent,normal,FN,0.453,30
Weaponized143.avi,violent,normal,FN,0.323,30
Normal840.avi,normal,normal,TN,0.0,30
a2qLzOu_n0s_0.avi,normal,violent,FP,0.703,150
GhZRf4GIw0w_0.avi,normal,normal,TN,0.284,150
V_560.avi,violent,violent,TP,0.731,185
erwyrhd_340.avi,violent,violent,TP,0.675,150
C4SQF-UZzkA_2.avi,normal,violent,FP,0.565,150
rjHXmq47_0.avi,normal,normal,TN,0.0,150
no459_xvid.avi,normal,normal,TN,0.269,41
D6cjNRiP_0.avi,normal,violent,FP,0.621,150
no68_xvid.avi,normal,normal,TN,0.303,41
NV_822.avi,normal,normal,TN,0.506,115
Normal042.avi,normal,normal,TN,0.443,30
mVAv7aB5_0.avi,normal,normal,TN,0.0,150
24E0xYYUz44_0.avi,normal,normal,TN,0.334,150
Weaponized011.avi,violent,normal,FN,0.0,30
n037_converted.avi,normal,normal,TN,0.364,150
Normal312.avi,normal,violent,FP,0.648,30
Violence187.avi,violent,violent,TP,0.687,30
Violence367.avi,violent,normal,FN,0.0,30
Normal583.avi,normal,normal,TN,0.342,30
Weaponized-Test109.avi,violent,violent,TP,0.586,30
Normal504.avi,normal,normal,TN,0.496,30
cfks5NXs_0.avi,normal,normal,TN,0.0,150
Weaponized382.avi,violent,violent,TP,0.59,30
OTVE3eLAuUM_1.avi,normal,normal,TN,0.495,150
Weaponized006.avi,violent,normal,FN,0.411,30
t_n009_converted.avi,normal,normal,TN,0.364,129
no310_xvid.avi,normal,normal,TN,0.501,41
no413_xvid.avi,normal,normal,TN,0.521,41
no460_xvid.avi,normal,normal,TN,0.0,41
JWFfsHEG_0.avi,normal,normal,TN,0.344,150
mE9Cp4na_0.avi,normal,normal,TN,0.444,150
Weaponized829.avi,violent,normal,FN,0.27,30
Normal755.avi,normal,normal,TN,0.434,30
tIvvuvuJFYc_0.avi,violent,normal,FN,0.0,150
gAFkygeJ_0.avi,normal,normal,TN,0.0,150
Weaponized456.avi,violent,normal,FN,0.372,30
Weaponized638.avi,violent,violent,TP,0.683,30
Normal474.avi,normal,normal,TN,0.376,30
Normal115.avi,normal,normal,TN,0.346,30
MX77f2TD_0.avi,normal,normal,TN,0.314,150
V_500.avi,violent,violent,TP,0.712,147
no29_xvid.avi,normal,normal,TN,0.0,41
Normal199.avi,normal,normal,TN,0.296,30
Normal004.avi,normal,violent,FP,0.606,30
Normal-Test112.avi,normal,normal,TN,0.0,30
Weaponized780.avi,violent,violent,TP,0.692,30
Weaponized577.avi,violent,violent,TP,0.703,30
w059_converted.avi,violent,violent,TP,0.701,221
Normal078.avi,normal,normal,TN,0.399,30
NV_384.avi,normal,normal,TN,0.269,55
Weaponized185.avi,violent,violent,TP,0.571,30
Violence123.avi,violent,violent,TP,0.609,30
Weaponized700.avi,violent,normal,FN,0.448,30
Violence383.avi,violent,normal,FN,0.404,30
jTbvVbkUaPM_2.avi,normal,violent,FP,0.609,150
Normal350.avi,normal,violent,FP,0.56,30
Normal389.avi,normal,normal,TN,0.467,30
az7WDDFT_0.avi,normal,normal,TN,0.296,150
Violence472.avi,violent,normal,FN,0.0,30
DHhyNrXr_0.avi,violent,violent,TP,0.707,150
Violence-Test113.avi,violent,violent,TP,0.697,30
Normal228.avi,normal,normal,TN,0.0,30
Normal362.avi,normal,normal,TN,0.385,30
Violence598.avi,violent,normal,FN,0.0,30
Weaponized633.avi,violent,violent,TP,0.713,30
n124_converted.avi,normal,violent,FP,0.728,111
Violence560.avi,violent,normal,FN,0.516,30
Violence925.avi,violent,normal,FN,0.518,30
n095_converted.avi,normal,violent,FP,0.7,112
Weaponized406.avi,violent,violent,TP,0.686,30
SXd2yu2LHv0_1.avi,violent,normal,FN,0.379,150
K4qpMWJS_0.avi,normal,normal,TN,0.0,150
Normal508.avi,normal,normal,TN,0.44,30
no433_xvid.avi,normal,normal,TN,0.0,41
AkTZX27QhjE_4.avi,violent,normal,FN,0.504,150
Violence210.avi,violent,violent,TP,0.672,30
Weaponized341.avi,violent,violent,TP,0.599,30
Weaponized-Test144.avi,violent,normal,FN,0.0,30
Violence403.avi,violent,violent,TP,0.61,30
kLHNW0uRutY_4.avi,violent,violent,TP,0.645,150
Violence385.avi,violent,normal,FN,0.492,30
4RqDG4I4iAk_2.avi,violent,violent,TP,0.557,150
Normal509.avi,normal,violent,FP,0.585,30
3GUaHts0_0.avi,normal,normal,TN,0.277,150
no87_xvid.avi,normal,normal,TN,0.288,41
fwEk96k8g_I_1.avi,violent,violent,TP,0.711,150
kOp57sQKMPY_1.avi,normal,normal,TN,0.27,150
A7FCl8G35Cs_1.avi,violent,violent,TP,0.722,150
n076_converted.avi,normal,violent,FP,0.729,118
FXC43fACfPc_0.avi,violent,normal,FN,0.433,150
Normal729.avi,normal,normal,TN,0.283,30
no8_xvid.avi,normal,normal,TN,0.0,41
Weaponized603.avi,violent,violent,TP,0.614,30
Weaponized749.avi,violent,violent,TP,0.731,30
_q5Nwh4Z6ao_0.avi,normal,normal,TN,0.377,150
Violence182.avi,violent,violent,TP,0.728,30
V_581.avi,violent,normal,FN,0.412,185
t_n034_converted.avi,normal,normal,TN,0.0,133
rSumd9HEmrA_0.avi,normal,normal,TN,0.364,150
Normal-Test147.avi,normal,normal,TN,0.0,30
Violence743.avi,violent,violent,TP,0.616,30
