file,ground_truth,predicted,outcome,max_confidence,frame_count,frames_with_pose,pose_exceptions,pose_detection_rate,real_inference_count,had_any_buffer,forced_flush
aKgSasWRJ2s_0.avi,violent,violent,TP,0.731,150,150,0,1.0,90,True,True
jj9SJGft_0.avi,normal,violent,FP,0.731,150,150,0,1.0,41,True,True
Weaponized390.avi,violent,violent,TP,0.726,30,30,0,1.0,4,True,True
Normal766.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
n062_converted.avi,normal,normal,TN,0.0,126,0,0,0.0,0,False,False
oG3Qxvq0_0.avi,normal,normal,TN,0.269,150,150,0,1.0,18,True,False
Xmmy8LvV_0.avi,normal,normal,TN,0.269,150,26,0,0.173,1,True,True
Weaponized827.avi,violent,violent,TP,0.731,30,24,0,0.8,2,True,True
gHcG_c1i4uE_1.avi,normal,violent,FP,0.731,150,150,0,1.0,12,True,True
Weaponized285.avi,violent,normal,FN,0.731,30,29,0,0.967,1,True,False
Violence336.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
Normal329.avi,normal,normal,TN,0.27,30,29,0,0.967,2,True,True
Normal299.avi,normal,normal,TN,0.465,30,30,0,1.0,5,True,True
Weaponized607.avi,violent,normal,FN,0.731,30,30,0,1.0,4,True,False
KQTiHlA11fM_1.avi,normal,normal,TN,0.269,150,150,0,1.0,9,True,False
w036_converted.avi,violent,violent,TP,0.731,83,83,0,1.0,21,True,True
no30_xvid.avi,normal,normal,TN,0.0,41,3,0,0.073,0,True,True
zuCTuKvj_2.avi,violent,violent,TP,0.722,150,139,0,0.927,21,True,True
n137_converted.avi,normal,violent,FP,0.47,113,113,0,1.0,25,True,True
w050_converted.avi,violent,violent,TP,0.731,235,235,0,1.0,95,True,True
t_n042_converted.avi,normal,normal,TN,0.728,128,52,0,0.406,3,True,True
Violence308.avi,violent,violent,TP,0.614,30,14,0,0.467,2,True,True
Violence583.avi,violent,violent,TP,0.718,30,30,0,1.0,4,True,True
Weaponized432.avi,violent,violent,TP,0.702,30,30,0,1.0,3,True,True
m3PZvVSL_0.avi,normal,normal,TN,0.289,150,150,0,1.0,43,True,True
Weaponized658.avi,violent,normal,FN,0.269,30,18,0,0.6,1,True,True
Weaponized755.avi,violent,normal,FN,0.271,30,8,0,0.267,1,True,True
Violence-Test064.avi,violent,violent,TP,0.502,30,24,0,0.8,2,True,True
o8sEvktx_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
no26_xvid.avi,normal,normal,TN,0.272,41,35,0,0.854,2,True,True
Normal390.avi,normal,normal,TN,0.311,30,30,0,1.0,2,True,True
Weaponized-Test171.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Normal542.avi,normal,normal,TN,0.276,30,30,0,1.0,5,True,True
Weaponized439.avi,violent,normal,FN,0.27,30,7,0,0.233,1,True,True
Normal595.avi,normal,normal,TN,0.295,30,29,0,0.967,2,True,True
V_228.avi,violent,violent,TP,0.731,153,153,0,1.0,15,True,True
Normal164.avi,normal,violent,FP,0.731,30,30,0,1.0,4,True,True
Weaponized150.avi,violent,normal,FN,0.0,30,1,0,0.033,0,True,True
no369_xvid.avi,normal,violent,FP,0.502,41,38,0,0.927,3,True,True
Ry5c1PbcIa0_0.avi,normal,normal,TN,0.445,150,48,0,0.32,3,True,True
ROiHwksPSrg_0.avi,violent,violent,TP,0.731,150,139,0,0.927,16,True,True
Violence411.avi,violent,violent,TP,0.581,30,30,0,1.0,4,True,True
XPG8GqrH_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
dPV9BZrq_0.avi,normal,normal,TN,0.281,150,150,0,1.0,18,True,False
V_555.avi,violent,violent,TP,0.731,185,128,0,0.692,15,True,True
Violence467.avi,violent,normal,FN,0.272,30,18,0,0.6,1,True,True
Violence492.avi,violent,normal,FN,0.48,30,30,0,1.0,2,True,False
lS7tAuv0_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Violence549.avi,violent,violent,TP,0.731,30,27,0,0.9,2,True,True
Normal315.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence755.avi,violent,violent,TP,0.731,30,30,0,1.0,3,True,True
Violence037.avi,violent,violent,TP,0.731,30,19,0,0.633,1,True,True
Violence200.avi,violent,violent,TP,0.731,30,30,0,1.0,8,True,True
0QSeuqzpcOQ_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
v007_converted.avi,violent,violent,TP,0.731,223,223,0,1.0,62,True,True
Violence445.avi,violent,normal,FN,0.376,30,16,0,0.533,1,True,True
Normal-Test141.avi,normal,normal,TN,0.272,30,18,0,0.6,1,True,True
U1Z1bVRt_0.avi,normal,violent,FP,0.731,150,130,0,0.867,22,True,True
NV_596.avi,normal,normal,TN,0.272,105,75,0,0.714,10,True,True
rbByyS4o_0.avi,normal,normal,TN,0.523,150,87,0,0.58,6,True,True
Violence614.avi,violent,normal,FN,0.731,30,30,0,1.0,3,True,False
n095_converted.avi,normal,violent,FP,0.654,112,111,0,0.991,19,True,True
Yma07mlW_0.avi,normal,normal,TN,0.269,150,150,0,1.0,18,True,False
Normal458.avi,normal,normal,TN,0.731,30,30,0,1.0,3,True,True
I-x0G5pAan0_0.avi,normal,violent,FP,0.576,150,20,0,0.133,2,True,True
gk0v57Xn_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
V_647.avi,violent,violent,TP,0.731,150,150,0,1.0,31,True,True
v096_converted.avi,violent,violent,TP,0.731,327,327,0,1.0,32,True,True
8VqTmuq4HcI_0.avi,violent,violent,TP,0.731,150,124,0,0.827,10,True,True
HW48LUZKOL4_1.avi,normal,normal,TN,0.272,150,96,0,0.64,5,True,True
9kly-mpQczg_1.avi,normal,normal,TN,0.269,150,138,0,0.92,8,True,True
Normal191.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence511.avi,violent,normal,FN,0.271,30,14,0,0.467,1,True,True
V_483.avi,violent,violent,TP,0.731,144,141,0,0.979,17,True,True
Violence339.avi,violent,violent,TP,0.557,30,30,0,1.0,5,True,True
VpnCjE1l_0.avi,normal,normal,TN,0.269,150,150,0,1.0,18,True,False
Normal118.avi,normal,normal,TN,0.276,30,11,0,0.367,2,True,True
t_n008_converted.avi,normal,violent,FP,0.728,119,117,0,0.983,18,True,True
Weaponized365.avi,violent,violent,TP,0.729,30,22,0,0.733,5,True,True
Normal665.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
3Vw7MoNBgx4_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Violence513.avi,violent,normal,FN,0.0,30,3,0,0.1,0,True,True
sIbVwIO0_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Violence368.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Violence515.avi,violent,normal,FN,0.0,30,3,0,0.1,0,True,True
Violence529.avi,violent,normal,FN,0.727,30,25,0,0.833,1,True,True
Normal375.avi,normal,violent,FP,0.607,30,30,0,1.0,9,True,True
Normal-Test167.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
gR4OsEPl894_0.avi,normal,violent,FP,0.731,150,72,0,0.48,6,True,True
JJG0bHPur50_2.avi,violent,violent,TP,0.723,150,149,0,0.993,15,True,False
Pe1uIhp4dAQ_4.avi,violent,violent,TP,0.731,150,150,0,1.0,31,True,True
Normal178.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
V_236.avi,violent,violent,TP,0.731,156,147,0,0.942,20,True,True
Weaponized496.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,False
Weaponized130.avi,violent,normal,FN,0.574,30,25,0,0.833,1,True,False
cBNVcBk3rjg_3.avi,violent,violent,TP,0.731,150,150,0,1.0,52,True,True
a7D2i0HTXGM_2.avi,violent,violent,TP,0.731,150,150,0,1.0,26,True,True
Violence256.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
a7gBQaAFEtw_2.avi,violent,normal,FN,0.315,150,43,0,0.287,3,True,True
nVdn1krnTCQ_6.avi,violent,violent,TP,0.731,150,150,0,1.0,23,True,True
JPIeYvRgo6I_0.avi,normal,normal,TN,0.0,150,1,0,0.007,0,True,True
t_n032_converted.avi,normal,violent,FP,0.718,122,122,0,1.0,7,True,False
Normal527.avi,normal,normal,TN,0.315,30,30,0,1.0,8,True,True
Am9mUxPTvK4_1.avi,violent,violent,TP,0.731,150,149,0,0.993,14,True,True
Violence946.avi,violent,violent,TP,0.432,30,22,0,0.733,3,True,True
EizIwdII_0.avi,normal,normal,TN,0.269,150,150,0,1.0,18,True,True
no55_xvid.avi,normal,normal,TN,0.417,41,41,0,1.0,11,True,True
Violence261.avi,violent,normal,FN,0.72,30,30,0,1.0,7,True,True
dNDOYLTf_0.avi,normal,normal,TN,0.269,150,139,0,0.927,10,True,True
Normal400.avi,normal,normal,TN,0.375,30,30,0,1.0,3,True,True
Violence924.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,True
Violence791.avi,violent,violent,TP,0.731,30,30,0,1.0,2,True,True
Normal658.avi,normal,violent,FP,0.484,30,30,0,1.0,12,True,True
PlHzsigAFas_1.avi,violent,violent,TP,0.731,150,137,0,0.913,25,True,True
n116_converted.avi,normal,violent,FP,0.725,149,149,0,1.0,28,True,True
Weaponized668.avi,violent,violent,TP,0.722,30,30,0,1.0,5,True,True
Tzn3HwZD_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal842.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence075.avi,violent,normal,FN,0.0,30,5,0,0.167,0,True,True
rfthfd_534.avi,violent,violent,TP,0.731,150,150,0,1.0,29,True,True
Normal281.avi,normal,normal,TN,0.731,30,30,0,1.0,4,True,True
Violence942.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
ASGGSDG_183.avi,violent,normal,FN,0.603,150,37,0,0.247,2,True,True
Weaponized427.avi,violent,violent,TP,0.731,30,30,0,1.0,3,True,True
V_399.avi,violent,violent,TP,0.479,123,20,0,0.163,2,True,True
V_759.avi,violent,violent,TP,0.731,117,117,0,1.0,23,True,True
Violence039.avi,violent,normal,FN,0.728,30,25,0,0.833,2,True,True
V_562.avi,violent,violent,TP,0.731,185,169,0,0.914,23,True,True
w075_converted.avi,violent,violent,TP,0.643,224,214,0,0.955,26,True,True
SJRnWfHAx_E_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
wetyh_1224.avi,violent,violent,TP,0.731,150,146,0,0.973,20,True,True
xKq3hlefCUI_0.avi,violent,normal,FN,0.284,150,137,0,0.913,10,True,True
Violence820.avi,violent,violent,TP,0.731,30,30,0,1.0,6,True,True
Normal596.avi,normal,violent,FP,0.408,30,30,0,1.0,3,True,True
Weaponized345.avi,violent,normal,FN,0.641,30,30,0,1.0,1,True,False
Normal556.avi,normal,normal,TN,0.34,30,30,0,1.0,1,True,False
no66_xvid.avi,normal,normal,TN,0.269,41,26,0,0.634,2,True,False
u2Lkzfb0_1.avi,violent,violent,TP,0.729,150,149,0,0.993,15,True,True
dfsafsghg_327.avi,violent,violent,TP,0.731,150,144,0,0.96,14,True,True
w007_converted.avi,violent,violent,TP,0.731,156,64,0,0.41,4,True,True
NV_825.avi,normal,normal,TN,0.269,138,138,0,1.0,9,True,False
no304_xvid.avi,normal,normal,TN,0.0,41,0,0,0.0,0,False,False
lL3FQltu_0.avi,violent,violent,TP,0.731,150,150,0,1.0,40,True,True
qnpure5G_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
no380_xvid.avi,normal,normal,TN,0.0,41,5,0,0.122,0,True,True
vBwKQfJYG1Q_0.avi,normal,normal,TN,0.269,150,149,0,0.993,9,True,False
Normal003.avi,normal,violent,FP,0.73,30,30,0,1.0,3,True,True
Weaponized129.avi,violent,normal,FN,0.269,30,12,0,0.4,1,True,True
HW48LUZKOL4_1.avi,violent,violent,TP,0.731,150,150,0,1.0,20,True,False
jbSCSexU_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal782.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
FPU7QpO4_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Weaponized796.avi,violent,violent,TP,0.724,30,28,0,0.933,3,True,True
V_243.avi,violent,violent,TP,0.731,105,99,0,0.943,20,True,True
truutrdf_1086.avi,violent,violent,TP,0.731,150,137,0,0.913,22,True,True
V_367.avi,violent,violent,TP,0.731,138,138,0,1.0,43,True,True
Normal850.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
B6DO4tXb_0.avi,normal,violent,FP,0.73,150,150,0,1.0,12,True,True
Violence258.avi,violent,violent,TP,0.726,30,30,0,1.0,10,True,True
pHiqIppg_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
t_n011_converted.avi,normal,normal,TN,0.542,131,131,0,1.0,22,True,True
no49_xvid.avi,normal,normal,TN,0.282,41,29,0,0.707,3,True,True
Weaponized434.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,False
KxOHVkVQ_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
no319_xvid.avi,normal,normal,TN,0.287,41,38,0,0.927,4,True,True
Weaponized-Test175.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Violence811.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
Normal777.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
no453_xvid.avi,normal,normal,TN,0.269,41,30,0,0.732,3,True,True
Normal-Test086.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence244.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
Weaponized-Test067.avi,violent,normal,FN,0.73,30,30,0,1.0,1,True,False
Normal080.avi,normal,violent,FP,0.721,30,30,0,1.0,9,True,True
V726w0IKCp4_0.avi,normal,normal,TN,0.607,150,138,0,0.92,10,True,True
Weaponized138.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
no452_xvid.avi,normal,normal,TN,0.269,41,9,0,0.22,1,True,True
Normal194.avi,normal,normal,TN,0.269,30,7,0,0.233,1,True,True
Violence335.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,False
Normal742.avi,normal,normal,TN,0.269,30,30,0,1.0,3,True,False
bzw-HKuuQbg_2.avi,violent,normal,FN,0.455,150,88,0,0.587,6,True,False
6Dej3-k3MRE_1.avi,violent,violent,TP,0.606,150,150,0,1.0,49,True,True
Normal428.avi,normal,violent,FP,0.731,30,30,0,1.0,8,True,True
Violence-Test026.avi,violent,normal,FN,0.731,30,25,0,0.833,1,True,True
Normal230.avi,normal,violent,FP,0.514,30,9,0,0.3,1,True,True
V_532.avi,violent,violent,TP,0.731,185,175,0,0.946,30,True,True
Violence570.avi,violent,normal,FN,0.731,30,30,0,1.0,1,True,True
Normal632.avi,normal,normal,TN,0.652,30,30,0,1.0,5,True,True
Normal100.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
mHY487R6_0.avi,normal,normal,TN,0.343,150,150,0,1.0,19,True,True
Normal109.avi,normal,normal,TN,0.269,30,24,0,0.8,2,True,True
no485_xvid.avi,normal,violent,FP,0.491,41,41,0,1.0,6,True,True
Weaponized240.avi,violent,violent,TP,0.679,30,20,0,0.667,2,True,True
Violence473.avi,violent,normal,FN,0.0,30,4,0,0.133,0,True,True
n018_converted.avi,normal,violent,FP,0.731,130,130,0,1.0,61,True,True
IynvwHe9W3U_3.avi,normal,normal,TN,0.488,150,133,0,0.887,10,True,True
ajJRyYZUEtA_2.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
DTq6Gu30-uA_6.avi,violent,violent,TP,0.731,150,128,0,0.853,22,True,True
i5xJxtv4gXs_0.avi,normal,normal,TN,0.269,150,13,0,0.087,1,True,True
Normal872.avi,normal,normal,TN,0.269,30,30,0,1.0,1,True,False
Normal841.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized768.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
Normal-Test128.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
V_499.avi,violent,violent,TP,0.731,129,103,0,0.798,10,True,True
Violence461.avi,violent,normal,FN,0.271,30,30,0,1.0,1,True,True
tPpXT9VI_0.avi,normal,normal,TN,0.528,150,150,0,1.0,30,True,True
Weaponized-Test122.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
V_296.avi,violent,violent,TP,0.731,129,129,0,1.0,24,True,True
V_505.avi,violent,violent,TP,0.731,153,153,0,1.0,17,True,True
CrBTbDcb_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal415.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal-Test149.avi,normal,normal,TN,0.269,30,6,0,0.2,1,True,True
b6XfVAZC9Zs_2.avi,normal,violent,FP,0.731,150,150,0,1.0,28,True,True
asdasda_110.avi,violent,violent,TP,0.731,150,149,0,0.993,30,True,True
Violence862.avi,violent,violent,TP,0.731,30,22,0,0.733,2,True,True
Normal-Test085.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal758.avi,normal,normal,TN,0.728,30,30,0,1.0,4,True,False
lmfaDmCCRoY_0.avi,violent,violent,TP,0.728,150,133,0,0.887,10,True,True
NV_826.avi,normal,violent,FP,0.731,137,136,0,0.993,20,True,True
Normal-Test145.avi,normal,normal,TN,0.269,30,30,0,1.0,1,True,False
Weaponized766.avi,violent,normal,FN,0.728,30,30,0,1.0,3,True,False
Normal-Test010.avi,normal,normal,TN,0.426,30,30,0,1.0,2,True,False
no362_xvid.avi,normal,normal,TN,0.275,41,41,0,1.0,7,True,True
t_w020_converted.avi,violent,violent,TP,0.731,387,346,0,0.894,25,True,True
Normal629.avi,normal,violent,FP,0.656,30,30,0,1.0,7,True,True
Normal395.avi,normal,normal,TN,0.731,30,30,0,1.0,3,True,True
Violence002.avi,violent,violent,TP,0.722,30,30,0,1.0,6,True,True
t2z75yT2S_M_1.avi,violent,violent,TP,0.731,150,147,0,0.98,13,True,True
UIsigi4O-sI_1.avi,normal,normal,TN,0.366,150,150,0,1.0,15,True,True
14YZVngQ_0.avi,normal,violent,FP,0.731,150,150,0,1.0,23,True,True
BpargJW29Wo_0.avi,normal,normal,TN,0.269,150,150,0,1.0,18,True,False
6TDF_27.avi,violent,violent,TP,0.731,150,146,0,0.973,18,True,True
cAp5A44HRS8_0.avi,normal,violent,FP,0.731,150,150,0,1.0,56,True,True
w028_converted.avi,violent,violent,TP,0.731,223,205,0,0.919,40,True,True
Violence822.avi,violent,violent,TP,0.731,30,30,0,1.0,9,True,True
Weaponized511.avi,violent,normal,FN,0.294,30,16,0,0.533,1,True,True
Normal479.avi,normal,normal,TN,0.269,30,30,0,1.0,2,True,True
Normal-Test060.avi,normal,normal,TN,0.269,30,5,0,0.167,1,True,True
Violence422.avi,violent,violent,TP,0.601,30,30,0,1.0,8,True,True
tf_X7GtOGyE_2.avi,violent,violent,TP,0.731,150,135,0,0.9,19,True,True
PJDdPv2b9-s_0.avi,violent,violent,TP,0.731,150,101,0,0.673,10,True,False
no336_xvid.avi,normal,normal,TN,0.274,41,41,0,1.0,8,True,True
Normal-Test055.avi,normal,normal,TN,0.728,30,30,0,1.0,4,True,False
v055_converted.avi,violent,violent,TP,0.731,325,325,0,1.0,72,True,True
OvDMIkTb4XU_1.avi,violent,violent,TP,0.73,150,53,0,0.353,5,True,True
truutrdf_1082.avi,violent,violent,TP,0.731,150,150,0,1.0,32,True,True
Normal771.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal674.avi,normal,normal,TN,0.503,30,30,0,1.0,5,True,True
Normal653.avi,normal,violent,FP,0.731,30,30,0,1.0,17,True,True
Normal450.avi,normal,violent,FP,0.731,30,30,0,1.0,4,True,True
Normal155.avi,normal,normal,TN,0.73,30,30,0,1.0,1,True,False
V_758.avi,violent,violent,TP,0.731,132,132,0,1.0,20,True,True
v040_converted.avi,violent,violent,TP,0.731,150,150,0,1.0,45,True,True
n007_converted.avi,normal,violent,FP,0.731,138,138,0,1.0,56,True,True
w009_converted.avi,violent,violent,TP,0.731,233,193,0,0.828,26,True,True
V_580.avi,violent,normal,FN,0.0,185,0,0,0.0,0,False,False
Violence053.avi,violent,violent,TP,0.731,30,27,0,0.9,3,True,True
Violence300.avi,violent,violent,TP,0.412,30,8,0,0.267,1,True,True
o9sRXy5r_1.avi,violent,normal,FN,0.0,150,7,0,0.047,0,True,True
Violence836.avi,violent,normal,FN,0.731,30,25,0,0.833,2,True,False
OakN3f1N_0.avi,normal,normal,TN,0.269,150,150,0,1.0,19,True,True
Violence-Test095.avi,violent,violent,TP,0.731,30,17,0,0.567,1,True,True
no424_xvid.avi,normal,normal,TN,0.0,41,0,0,0.0,0,False,False
Weaponized416.avi,violent,normal,FN,0.731,30,30,0,1.0,6,True,True
Weaponized423.avi,violent,normal,FN,0.731,30,30,0,1.0,7,True,True
Violence296.avi,violent,normal,FN,0.731,30,30,0,1.0,5,True,False
n010_converted.avi,normal,violent,FP,0.73,125,125,0,1.0,69,True,True
N8M1mmW9_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal399.avi,normal,normal,TN,0.289,30,30,0,1.0,3,True,True
7R1m3V8C30g_1.avi,normal,violent,FP,0.731,150,150,0,1.0,61,True,True
Weaponized187.avi,violent,normal,FN,0.659,30,30,0,1.0,2,True,False
Normal378.avi,normal,violent,FP,0.705,30,30,0,1.0,9,True,True
LLo_TXIz5-g_1.avi,normal,violent,FP,0.731,150,150,0,1.0,65,True,True
Weaponized630.avi,violent,violent,TP,0.731,30,23,0,0.767,3,True,True
cAp5A44HRS8_1.avi,normal,violent,FP,0.657,150,150,0,1.0,58,True,True
6YmBBzyX_0.avi,normal,normal,TN,0.27,150,150,0,1.0,17,True,True
Violence038.avi,violent,normal,FN,0.729,30,30,0,1.0,1,True,False
oIEZ45OCmAw_0.avi,normal,normal,TN,0.269,150,131,0,0.873,9,True,False
iTs901V6_0.avi,normal,normal,TN,0.377,150,32,0,0.213,2,True,False
66U2c3YMjOI_1.avi,normal,normal,TN,0.269,150,6,0,0.04,1,True,True
rYE6iUUF_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
Normal675.avi,normal,violent,FP,0.71,30,30,0,1.0,5,True,True
no294_xvid.avi,normal,normal,TN,0.0,41,5,0,0.122,0,True,True
no390_xvid.avi,normal,normal,TN,0.0,41,1,0,0.024,0,True,True
Normal-Test011.avi,normal,normal,TN,0.325,30,30,0,1.0,2,True,True
Normal-Test002.avi,normal,normal,TN,0.731,30,30,0,1.0,2,True,False
no6_xvid.avi,normal,violent,FP,0.731,41,40,0,0.976,6,True,True
no86_xvid.avi,normal,normal,TN,0.269,41,41,0,1.0,4,True,False
fbtEhNq5a6E_0.avi,violent,violent,TP,0.731,150,150,0,1.0,14,True,True
Normal-Test014.avi,normal,normal,TN,0.71,30,30,0,1.0,4,True,True
Normal855.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal543.avi,normal,normal,TN,0.269,30,30,0,1.0,4,True,False
no407_xvid.avi,normal,normal,TN,0.271,41,21,0,0.512,6,True,True
Weaponized563.avi,violent,violent,TP,0.73,30,30,0,1.0,3,True,True
HVSv9sgz2ZI_4.avi,violent,violent,TP,0.731,150,68,0,0.453,5,True,True
Weaponized659.avi,violent,normal,FN,0.269,30,24,0,0.8,1,True,False
Normal830.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal532.avi,normal,normal,TN,0.365,30,29,0,0.967,3,True,False
Normal-Test134.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Normal466.avi,normal,normal,TN,0.731,30,30,0,1.0,3,True,False
QUGT4a6qcJs_0.avi,violent,violent,TP,0.731,150,139,0,0.927,10,True,True
n006_converted.avi,normal,violent,FP,0.544,176,161,0,0.915,16,True,True
BpargJW29Wo_1.avi,normal,violent,FP,0.73,150,150,0,1.0,15,True,False
Normal834.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence072.avi,violent,violent,TP,0.73,30,25,0,0.833,3,True,True
no431_xvid.avi,normal,normal,TN,0.269,41,9,0,0.22,1,True,True
Violence526.avi,violent,violent,TP,0.592,30,8,0,0.267,1,True,True
Normal253.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized185.avi,violent,normal,FN,0.726,30,30,0,1.0,2,True,False
Weaponized111.avi,violent,normal,FN,0.272,30,29,0,0.967,2,True,True
Normal559.avi,normal,normal,TN,0.501,30,30,0,1.0,1,True,True
Normal871.avi,normal,normal,TN,0.269,30,6,0,0.2,1,True,True
Weaponized393.avi,violent,violent,TP,0.575,30,30,0,1.0,5,True,True
Weaponized671.avi,violent,normal,FN,0.0,30,3,0,0.1,0,True,True
Weaponized729.avi,violent,normal,FN,0.269,30,6,0,0.2,1,True,True
Normal669.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence014.avi,violent,normal,FN,0.73,30,30,0,1.0,3,True,True
Violence782.avi,violent,normal,FN,0.731,30,29,0,0.967,1,True,False
Weaponized735.avi,violent,violent,TP,0.629,30,17,0,0.567,1,True,True
Weaponized414.avi,violent,violent,TP,0.726,30,30,0,1.0,8,True,True
Violence876.avi,violent,normal,FN,0.704,30,30,0,1.0,3,True,True
Normal-Test013.avi,normal,normal,TN,0.731,30,30,0,1.0,1,True,False
Weaponized022.avi,violent,normal,FN,0.687,30,22,0,0.733,1,True,False
Weaponized-Test170.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
X3mPJLe9_0.avi,normal,normal,TN,0.269,150,150,0,1.0,15,True,False
Normal793.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Assault005_x264_1.avi,normal,violent,FP,0.492,150,82,0,0.547,8,True,True
NV_586.avi,normal,normal,TN,0.286,115,115,0,1.0,19,True,True
Violence157.avi,violent,violent,TP,0.731,30,30,0,1.0,5,True,True
no42_xvid.avi,normal,normal,TN,0.297,41,41,0,1.0,9,True,True
AkTZX27QhjE_1.avi,violent,violent,TP,0.731,150,136,0,0.907,22,True,True
n166_converted.avi,normal,violent,FP,0.731,60,56,0,0.933,6,True,True
Violence889.avi,violent,normal,FN,0.0,30,4,0,0.133,0,True,True
YaWxiAtCwxE_0.avi,violent,violent,TP,0.731,150,117,0,0.78,10,True,True
Violence722.avi,violent,violent,TP,0.731,30,30,0,1.0,8,True,True
Normal774.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Weaponized-Test038.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,False
Normal320.avi,normal,normal,TN,0.431,30,28,0,0.933,2,True,False
Qj3oZsaqNGE_0.avi,violent,violent,TP,0.51,150,7,0,0.047,1,True,True
Violence542.avi,violent,normal,FN,0.0,30,7,0,0.233,0,True,True
NV_913.avi,normal,normal,TN,0.323,145,122,0,0.841,8,True,False
n077_converted.avi,normal,normal,TN,0.313,141,126,0,0.894,10,True,True
Normal495.avi,normal,normal,TN,0.269,30,30,0,1.0,1,True,True
d3WwO8eM_0.avi,normal,violent,FP,0.731,150,150,0,1.0,62,True,True
n115_converted.avi,normal,normal,TN,0.517,267,193,0,0.723,13,True,True
F7W6PQ3V3y8_3.avi,violent,violent,TP,0.731,150,150,0,1.0,10,True,True
API3q8TBGu4_0.avi,violent,violent,TP,0.458,150,51,0,0.34,5,True,True
Weaponized651.avi,violent,normal,FN,0.269,30,30,0,1.0,1,True,True
no28_xvid.avi,normal,normal,TN,0.572,41,37,0,0.902,8,True,True
Violence851.avi,violent,normal,FN,0.731,30,20,0,0.667,1,True,False
Violence141.avi,violent,normal,FN,0.729,30,30,0,1.0,6,True,True
